text,sentiment
seru ajar duolingo,Positif
guna pandai bahasa inggris,Positif
bagus bngtbisa bantu ajar bahasamusik matematikapokok ya seru,Positif
gara gara ajar mantap sih,Positif
ajar santai bosan suka tebak tebak pintar,Positif
lumayan ajar bahasa inggris,Positif
seru ajar bahasa negeri,Positif
duolingo ajar ajar bahasa jepang sangaaaat suka duolingo terimakasih duolingo bantu,Positif
terima kasih duolingo bahasa inggris,Positif
bagus banget jadiii jagooo,Positif
seru bagett,Positif
aplikasi bagus lancar bahasa inggris bahasa ya,Positif
why you sok sad bro,Negatif
duolingo is the best apps for start english junior thanks developer team,Negatif
bagus kali,Positif
duolingo is very good i can better,Negatif
duolinggo iklan ganggu ngerjain iklan kayak,Netral
bagus bantu ajar,Positif
aplikasi keren begeteee,Positif
bagus,Positif
asal ajar bahasa inggris semenjak nge download duolingo bahasa inggris,Positif
kerreen,Netral
wehh nilai b inggris gue ya,Positif
i love duolingo,Negatif
buat bahasa inggris duolingo,Positif
sensei online,Netral
alamak bagus nya,Positif
nice,Negatif
seru banget sih,Positif
bagus ajar mudah praktis duolingo,Positif
duolingu bagus,Positif
seru banget iklan ya bikin semangat ajar,Positif
game ya bagus orang ajar bahasa asing,Positif
asik ajar sukakk,Positif
bagus banget ajar bosan senang,Positif
bagus banget catat n su pahlawan super,Positif
manfaat aplikasi ajar dasar duluan bantu,Positif
bantu ajar bahasa manfaat,Positif
puas banget duolingo aplikasi bahasa jepang thanks duolingo,Positif
senang moga cepat omong pah binggris ya,Netral
aplikasi bagusbagi masuk kelas online gabungqxvhbb untung hati batas bebas iklan minggu gratis,Negatif
moga amin aplikasi bagus ajar mandiri,Positif
bagus banget,Positif
ajar bahasa inggris duolingo keren,Positif
bring back hearts,Negatif
hati ganti pakai energi beda ajar hmm lumayan kecewa,Negatif
bagus energi ganti nyawa tunggu penuh,Negatif
duolingo aplikasi bagus ajar,Positif
bagus malas,Positif
jalan cerita ajar b inggris buka muncul bug kendala sana,Positif
seru,Positif
sagat bagus,Positif
kanji buka nyelesaiin tugas hduh tele tele ajar,Positif
love you duo,Negatif
ajar bahasa jepang banggg,Positif
bagus banget paham b inggris,Positif
balikin hati energi apa bobrok banget update ya,Negatif
rena bisah tingkat bahasa inggris,Positif
love youu i can speak spanish lancarrr,Negatif
thanks dude i know maybe this will only be read by the system but im sok happy because duolingo teach a lot of knowledge,Negatif
id like express my dissatisfaction with the recent change the energy system its causing me difficulties and im not a fan of im considering uninstalling the app,Negatif
bagus banget ajar,Positif
bantu unsur lgbt aplikasi didik selip halhal nyaman,Positif
bagus banget tingkat sulit ya susah plis bagus,Positif
tolong kembali duolingo sistem energi buruk mengunakannya gratis unit main kali,Negatif
mantul,Netral
aga salah sih tolong please help,Negatif
aplikasi bagus mudah paham erti terimakasih,Positif
mantan apk ya bagus,Positif
cocok ajar bahasa inggris,Positif
bagus banget aaa menghapal mudah,Positif
aplikasi keren banget segi visual ajar senang,Positif
ajar main seru i like this,Negatif
ajar joss ya tolong ada unsur lgbt bikin nyaman ajar,Positif
nice paksa,Negatif
bagus banget bahasa korea ku pokok the best banget deh duolingo,Positif
menglatih anak ajar,Positif
ajar bahasa menyenangkannn,Positif
bayarr,Netral
seru ajar bahasa,Positif
isi otak pintar reting,Positif
cepat erti,Positif
bagus,Positif
seru banget giat ajar mandarin,Positif
bantu tambah mampu spelling,Positif
seru ajar ku bahasa inggris,Positif
moga aplikasi lancar bahasa inggris ya,Positif
seru coy gue coba bahasa perancic langsung paham coy,Positif
media ajar bahasa menyenagkan,Positif
ku orang inggris,Positif
ajar ya cepat erti trimakasih doulingo dmo arigatgozaimasu,Positif
app ya bagus masuk versi web ngerjain web anggap ngerjain maintenance break ya,Netral
rekomendasi senang ajar bahasa asing,Positif
epic mate,Positif
ku pilih inggris ajar benar bisadari nilai bahasa inggris ku ridi ridi an suka banget aplikasi ya,Positif
bagus lho ajar duolingo ajar bahasa asing bahasa inggris,Positif
seru bahasa jepang duolingo,Positif
bagus,Positif
tolong pakai energy pakai heart sajakarna ajar energy habis energy ya mahal,Negatif
bagus rajin ajar,Positif
ya bahasa jepang mudah,Positif
keren,Netral
aplikasi bagus banget sih bahasa asing bicara orang,Positif
bagusbuat bahasa inggris,Positif
bagus banget aplikasi bantu ajar bahasa china,Positif
terimakasih duolingo mudah ajar bahasa,Positif
aplikasi duolingo bagus minggu bicara bahasa china,Positif
sumpah seru banget susah omong ya rek seru ya,Positif
manfaat,Netral
good application for learning new language,Negatif
ajar bahasa inggris suka,Positif
asik gampang gampang jugaramah dll suka ajar bahasa inggirs terima doulingo,Positif
bagus banget erti bahasa inggris gampang mula bintang duolingo,Positif
tolong tambah fitur chatting obrol teman ajar,Negatif
pintar paham bahasa bahasa dunia,Positif
mudah ajar bahasa inggrisbdengan duolingo,Positif
ajar senang pakai aplikasi,Positif
bagus utuk pomula mudah erti,Positif
bagus banget saran gampang bahasa inggris ya ya bagus banget aplikasi ya,Positif
bagus banget latih cerdas bahasa inggris tambah ilmu thank you dualingo,Positif
seru bikin broing pokok mantap,Positif
bagus anjing,Positif
bagus digunakanlain bahasa mandarin serbianrusian ya,Positif
mudah paham ajar good job,Positif
bantu,Positif
mudah suka aplikasi ajar bahasa inggris tingkat ajar terimakasih duolingo the best apk,Positif
bikin bahasa bahasa negara,Positif
mudah ajar bahasa inggris,Positif
hm ajar ya seru tambah logat bicara,Positif
aplikasi ya bagus ajar bahasa kurang pakai limit ajar seru kayak batas,Positif
dukung prestasi ku mendownload duolingo,Positif
bahasa thailand ya bagus,Positif
bagus kadang loading ya,Positif
bagus banget kadang ajar binggris matematika cepat paham pokoknyaaa baguuss dann seru deh,Positif
bagus tolong ulang ulang kalimat cepat bosan,Netral
bantu ajar bahasa inggris,Positif
bagus,Positif
aplikasi seru bimbing bahasa inggris,Positif
anak anak ajar inti apk best banget,Positif
parah didownload pakai sistem energy,Negatif
bantu proses ajar bahasa inggris bagus bingiiiit,Positif
aplikasi bantu ajar bahasa dasar,Positif
duolingo bagus banget,Positif
suka ajar bahasa inggris sinigara gara streak ya ajar bahasa inggris streak tuh benar asik banget,Positif
aplikasi duolingo bikin erti bahasa korea aplikasi ajar bahasa suka maaf ulas ya,Positif
bagus suka,Positif
aplikasi batu ku ajar bahasa inggris,Positif
senang banget tau aplikasi duolingo keren banget,Positif
madep bro,Netral
bagus ajar bahasa asing,Positif
duolingo bagus ajar bahasa german lancar,Positif
bantu ajar bahasa asing,Positif
sangatt bagus,Positif
bikin bahasa negara,Positif
aplikasi bantu bahasa apa ya bantu ajar bahasa,Positif
aplikasi ya bantu banget ajar,Positif
bagus ajar bahas,Positif
ive never sign up for your dramaup for your dramaup for your drama club,Negatif
bagus tau bahasa inggris,Positif
bagus cepat megeriti bahasa keren,Positif
bantu ajar bahasa inggris hasil ulang hari duolingo,Positif
aplikasi bantu raih bahasa mandarin,Positif
energi terus,Negatif
bagus banget ajar gampang erti,Positif
ajar menyenangkandan bosan misi,Positif
aplikasi pro lgbt,Positif
bantu ajar bahasa inggris,Positif
this app is ridiculous im uninstalling what the hell with the new energy system are lu guys going bankrupt orang something,Negatif
kerencocok ajar bahasa,Positif
seru ngambik kursus,Positif
tambah hati ya pakai latihannnn,Negatif
guna,Netral
aplikasi ajar bahasa inggris,Positif
seru bismillah mahir bahasa inggris,Positif
seru ajar,Positif
lovee,Netral
bagus hari,Positif
hapus energy,Negatif
suka aplikasi ya bantu ajar bahasa inggris,Positif
aplikasi tau bahasa inggris,Positif
this sok fun i like this app with no reason xd p,Negatif
yeyy ajar bahasa,Positif
bagus bisaembuat pintar bahasa inggris,Positif
good apk me ter help with this apk,Negatif
sistem downgrade alihalih bantu guna ajar sistem baterai tambah hambat ajar sayang,Netral
ajar ya mudah erti,Positif
suka ajar duolingo gamenya bagus banget,Positif
first this app support lgbt second almost the lesson is repeated,Negatif
the best,Negatif
game sungguh senang,Positif
mudah difahami praktis,Positif
aplikasi mambawa kota,Positif
cocok anak anak umur adegan dewasa aplikasi,Positif
aplikasi guna orang ajar bahasa pilih bahasa ya rekomen,Positif
pintar mtk,Positif
duolingo ku kursus catur wok admin marah cewek loh update loh,Netral
bagus mudah ajar bahasa inggristerima kasih,Positif
bagus ajar sesuai ajar bahasa inggris korea dll,Positif
ajar duolingo langsung,Positif
bantu bikin sebel pas ajar ngisi energi,Negatif
suka banget,Positif
bagus karakter lucu banget,Positif
jujur suka duolingo pakai energi batas kurang,Negatif
bagus ajar bahasa inggris,Positif
bantu ajar bahasa muas,Positif
syangnya premium,Netral
bagus sih semangat ajar nyawa habis mood nyawa habis,Negatif
ikon apk ya ubah hilang ya muncul ikon apknya,Negatif
ajar duolingo bantu,Positif
bagus berkat apk bahasa inggris thanks,Positif
ajar sekolah,Positif
cocok tau kosakata bahasa inggris,Positif
suka ya pintar bahasa jepang,Positif
suka banget reaksi duolingo ya kayak formal banget suka banget,Positif
god i like,Negatif
iklan judi online,Netral
duolingo suka lancar bahasa inggris,Positif
iklan iklan iklan lawak,Netral
ajar bahasa barutapi kadang kalimat erti kayak arti kalimat,Positif
hmm bagus sih bantu,Positif
senang ajar bahasa inggris bantu,Positif
bagus sih game ajar bahasa inggris,Positif
bagusada rankfollowersama kosakata ya,Netral
ajar cepat mudah erti,Positif
seru,Positif
gamenya offline seru,Positif
seru bantu publik speaking ajar bahasa inggris,Positif
mumtaz bantu orang ajar kuasa bahasa asing,Positif
bagus banget plissss ajar bahasaaa jepanggggg cepattttt,Positif
cocok ajar,Positif
kecewa fitur heart ubah energi,Negatif
gamenya asik sih main offlan habis ungu ungu seruh tunggu jam,Negatif
what happen this duolingo you are error maintenance break,Negatif
bagus banget nyiptaiin duolingo moga sukses,Positif
bagus banget seru ajar rajin balajar deh,Positif
bagus ajar anggur hhh,Positif
its good learning language,Negatif
bahasa inggirs jepang,Positif
suka aplikasi bahasa inggris aplikasi guna orang bahasa inggris,Positif
bagus banget gratis uji coba super pokok seru deh,Positif
seru gratis ajar ya buru donwload,Positif
ajar mudah paham,Positif
duolingo latih ajar inggris bahasa inggris terimakasih duoo,Positif
bagus cepat ajar bahasa,Positif
mahir bahas,Netral
bagus banget suka,Positif
bantu anak anak ajar,Positif
aplikasi bagus,Positif
biasa hasil kayak,Netral
alhamdulillah moga kuasa bahasa inggrisaamiin,Positif
bantu ajar bahasa inggris pemulasaya erti bahasa inggrislamgsungmulai kembang bahasa inggris,Positif
suka ajar duolingo,Positif
seru ajar giat,Positif
bagus mls ajar bahasa inggris suka main game cocok,Positif
bagus banget aplikasi duolingo bikin ajar bahasa inggris seru mudah paham,Positif
ajar ya seruuuuuuuu banget,Positif
gamenya bagus seru,Positif
aplikasi bagus senang opini aplikasi bagus bahasa ajar tambah sih,Positif
ajar pilih ajar bahasa ya iklan iklan duolingo,Positif
bagus banget ajar,Positif
ajar dolinggo pintar bahasa inggris bagus kasih bintang,Positif
lumayan bagus bantu ajar,Positif
bantu ajar bahasa,Positif
main poin warna pinknya kurang,Negatif
mudah gampang ajar bahasa,Positif
manyenang ajar ber main,Positif
i can already speak english,Negatif
pokok suka,Netral
aplikasi bagus suka kagetin duolingo hati,Positif
cepat ajar bahasa,Positif
nilai menigkat semenjak unduh ya,Netral
bantu sekaliii,Positif
veryy nicee,Netral
bagus ya ajar bahasa korea ajar sistem games senang masuk otak coba bayar gratis,Positif
love you duolingo,Negatif
duolingo hp ku bagus,Positif
seru bahsa inggris ku ikat,Positif
aplikasi ya bagus pintar,Positif
technologya,Netral
asah otak banget,Positif
membantuuu,Negatif
senang ajar main duolinggo,Positif
bagus banget bissmillah pengin bahasa asing kerja negeri amin,Positif
game kandung lgbt anjeg,Netral
bagus energi malas main,Netral
banget sistem energi ya,Negatif
bagus,Positif
ajar ya asik banget suka,Positif
fungsi,Negatif
sungguh sangan bantu bayar rugi,Positif
harga dapat hilang ubah,Netral
kursus bahasa sih mantap kursus mathnya susah ya masak nyuruh mikir nyuruh nebak btw tambah kursus kayak kimia fisika,Positif
bagus,Positif
ajar main,Positif
terimakasih memvantu tambah kosakata,Positif
bagus nuat ajar,Positif
ok keren app ya semangat ajar bahasa,Positif
lgbt puantek,Netral
kasihan logo ya kasih bagus ajar dasar mula,Positif
bagusssss gampang senang,Positif
aplikasi ya bagus,Positif
aplikasi ya bagus bangetmembantu mudah guna mula pokok ya bagus banget deh,Positif
bagus ajar inggris china,Positif
cocok ajar bahasa arab terimakasih duolingo,Positif
keren duolingo,Positif
aplikasi bagus momen nunjukin ras dukung kaum,Positif
aplikasi ya bagus guna ajar bahasa bahasa inggris bahasa japan,Positif
bagus banget ajar trimaksih duolingo,Positif
mudah pahamii,Positif
aplikasi the best,Negatif
bljar,Negatif
guna banget mula ajar bhsinggirs bagus pokok bebas iklan,Positif
suka aplikasi aplikas bantu ajar bahasa inggris,Positif
bagus ajar iklan suka banget teka teki ya bermacammacam,Positif
banyak iklan ajar,Positif
good app and i like,Negatif
seru senang,Positif
ajar,Positif
bagus banget bikin bahasa inggris,Positif
menanambah skil latih bahas inggris,Positif
tahu,Netral
gin kembang kasih bintang,Netral
bagus ajar bahasa negeri ajar ya kayak game ya gampang bosan pokok ya the best,Positif
seru senang,Positif
tau bahasa inggris,Positif
bagus ajar bahasa jepang,Positif
mantap asyik,Netral
kadang rancu banget,Positif
bagus ajar bahasa inggris bahasa,Positif
apk ya ajar bahasa suka ajar bahasa inggris jepang korea china,Positif
sumpah nih aplikasi didik anak ajar bahasa asing ajar langsung tempel otak gampang lupa,Positif
duolingo bagus bantu ajar bahasa bantu ajar matematika musik suka aplikasi bantu,Positif
bagus ya suruh bahasa inggris,Positif
masyaallah manfaat,Netral
suka aplikasi tambah wawas bahasa dunia terima kasih duolingo,Positif
bagus anak umur ramah enak dengar,Positif
bagus banget aplikasi iklan,Positif
loadingnya banget,Positif
this helps me learn some chinnese i love,Negatif
bagus suka nagih ajar akibat duolingo ajar bahasa inggris gratis,Positif
aplikasi bantu ajar bahasa inggris,Positif
keren banget,Positif
bantu menggenal bahasa,Positif
bagus banget,Positif
aplikasi ya bagus ajar bahasa salah koreksi pokok aplikasi the best ajar bahasa moga update bagus,Positif
seru ajar duolingooo pokok ya wajib dlowand deh,Positif
bantu ajar bahasa inggris,Positif
semenjak hati ganti energi malas ajar,Negatif
lancar bahasa ingrismakasih duolingo,Positif
bantu mula ajar bahasa inggris nol,Positif
bagus ajar main,Positif
bagus berlajar,Positif
indah,Netral
bagussbgt,Netral
senang banget pokonyaa,Positif
b inggris,Positif
okesiii,Netral
duolingo bantu p intar,Positif
suka banget duolingooo dann membantuuu,Netral
belanja bahasa seru banget deh,Positif
seru bahasa aplikasi guna,Positif
aplikasi bagus senang ajar,Positif
duolingo bagus mula ajar bahasa inggris,Positif
bagus teliti,Positif
bagus apalikasi,Positif
bagus bagus stamina,Positif
ajar bahasa china gampang aplikasli,Positif
aplikasi bagus jaga bahasa inggris,Positif
ajar tidur,Positif
seru bangettga ngeboseninn good apk deh guyss bohonggg coba ya langsungg pandai bahasa duniaaa iniieee,Positif
aplikasi manfaat bantu ajar bahasa negara goodjob,Positif
sangatt bagus,Positif
bagus banget aplikasi duolingo bantu ajar bahasa,Positif
ajar main seru banget,Positif
bagus,Positif
bagus,Positif
iklan,Netral
hati unlimited,Negatif
memoekajari bahasa lancar,Positif
fantastic learning,Negatif
bagus bayar,Positif
hak bahasa inggris hafal lafal orang freak kayak hee hee,Netral
bagus ajar bahasa dll,Positif
bagus layar hd seru,Positif
gacor,Netral
suka,Netral
bantu ajar bahasa suka dehhhggg,Positif
duolingo ajar bahasa negera senang banget ajar duolingo moga aplikasi manfaat orang,Positif
senang app,Netral
i like this apps,Negatif
manfaat mula ajar bahasa negara,Positif
keren,Netral
duolingo bagus bantu ajar bahasa inggris,Positif
bagus mula,Positif
seru badahiha,Positif
aplikasi ya seru banget kayak asa main game mood main seru lamalama biasa ajar bahasa,Positif
seru suka banget pliss pokok nya bagus deh ajar,Positif
bagus banget ajar bahasa,Positif
suka pakai apk ganti guru privat ajar,Negatif
aplikasi suka ku,Positif
bagus ajar bahasa pokok mantap,Positif
i like this aplikasi because i can study and talk english langued even not relly good but l understand when l talk and speaking,Negatif
no philiphine i want learn ph just trashtalk,Negatif
the photo of this app is very creepy there are very sore eyes like looking at me and wanting shred their prey,Negatif
ajar tema game ajar ya seru bintang duolingo,Positif
bantu banget suka,Positif
bagus banget,Positif
suka banget,Positif
aplikasi seru ajar bahasa inggris,Positif
aga bahasa inggris aplikasi bantu ku ajar bahasa inggris,Positif
aplikasi tarik ajar bahasasaya ajar bahasa inggris aplikasi inimeski sedikitmempunyai ajar asik seru,Positif
ajar guna,Positif
bagus negara ajar,Positif
jelekkkk banget energi ajar pls baik gim susah ajar,Positif
keren ajar senang mudah mula,Positif
keerrreen,Netral
bagus banget lancar bahasa jepangnya,Positif
cocok pemulaaa,Positif
seru banget lupa ajar,Positif
bagus sayank unsur lgbt,Positif
great this is very useful for when theres an english test,Negatif
good luck,Negatif
terimakasih bahasa inggris,Positif
suka aplikasinyaterimakasih ajar bahasa inggris matematika,Positif
bantu,Positif
bantu proses ajar bahasa asing mascotnya lucu suka kasih puji semangat,Positif
seru banget ajar bahasa,Positif
bagus ajar bahasa,Positif
bagus ajar bahasa,Positif
seru bikin pintar,Positif
bagus ajar lot,Positif
mudah basic,Positif
senang main duolingo,Positif
aplikasi sih bagus cuman gue ajar jam pagi harga sih pagi njirnguawor dev ya,Positif
bagus gratis,Positif
hilang energi,Negatif
bagus suka banget ajar,Positif
just perfect i think didnt had a problem,Negatif
bagus banget mula paham bintang pakai energi,Positif
keren anjir,Netral
cocok mula tekun hari hafal hiragana ganbatte dasa mas,Positif
bantu kalang ajar bahasa asing good,Positif
bagus ajar,Positif
pengin ajar bahasa jepang pakai bahasa indonesia bahasa inggris,Positif
senang,Positif
tolong baik tugas kali hitung doang benci,Negatif
suka bantu ku ajar bahasa inggris bahasa coba ayo bagus,Positif
senang,Positif
apk bantu,Positif
danke duo,Netral
suka ajar sinigratisseruburungnya imut suka banget semangat belajarterima kasih duolingo,Positif
duolingo bantu tata ucap bahasa thank you duolingo,Positif
ajar tahap,Positif
sanga bagus,Positif
butuh fitur catur cepat hp android samsung iphone,Negatif
bantu,Positif
mudah paham,Positif
kadang kadang suka salah aplikasi bagus dukung didik bahasa,Positif
apk bagus bantu ajar bahasa mandarin sangking bagus ya kayak main game ajar,Positif
keren banget dang gampang stres duolinggi no language,Positif
kenal bahasa inggris,Positif
lumayan ajar bahasa,Positif
bagus asah bahasa inggris,Positif
nice,Negatif
danke is sok helpful,Negatif
seru bikin tambah,Positif
bagusstapii tunggu isi energi,Negatif
mes prabayar ya langgan iklan,Netral
aplikasi ya bagus suka ajar bahasa inggris aplikasi duolingo pokok seru ajar aplikasi,Positif
seru lumah,Positif
bangus,Positif
bagus banget aplikasi ya ajar bahasa duolingo mantap,Positif
aplikasi ya bagus banget ajar bahasa apa cepat,Positif
aplikasi bagus ajar bahasa mudah cepat,Positif
tarik banget ajar pakai aplikasi kesini materi unsur lgbt hapus,Positif
baik bahasa chinabya lengkap nih wo shenme ta dll kasar sapa,Positif
suka ajar gratis,Positif
guna banget ngartiin sub ya inggris,Positif
apk guna asyik,Netral
cepat erti bahasa,Positif
keren erti,Positif
gacor kang mikir kids,Netral
bagus banget tambah ilmu,Positif
keren pokok,Netral
no comment,Netral
kursus catur kau janji dawg,Netral
banget ajar,Positif
bantu ajar,Positif
simpel mudah,Positif
bantu banget ajar serasa main game,Positif
bantu ku ajar inggris,Positif
bagus lari,Positif
bantu suka,Positif
why should you even the energy update why not keeping the heart system,Negatif
masyaallah pakai ajar bahasa sih,Positif
bagus poll,Positif
pas habis main langsung iklan duo super takut ajar aplikasi langgan dll,Positif
ajar bahasa asyik main game fitur ingat progress ajar tinggal,Positif
ajar semangat ajar bahasa bahasa china inggris,Positif
aplikasi rekomendasi balajar bahasa inggris nol mantap,Positif
its just sok peak,Negatif
bawa an ya asik happy ajar ya,Netral
bagus aplikasi ya cocok ajar bahasa negeri bahasa inggris jepang lagitapi sayang iklan,Positif
mantap gua translator,Netral
duolingo gemas bangeetsuka banget ajar bahasa keren pokok ajar bahasa bahasa pelajariaku suka banget pkonyasyinta bangetz,Positif
berrgunaa banget plllssss,Positif
lho ya nemenin ajar pas minat ajar nyemangatin terharujadi semangat bekajarrrrmakasih ya,Positif
duolingo bantu tingkat nilai ulang,Positif
bagus coba deh,Positif
mudah paham mula ajar bahasa aplikasi duolingo rekomendasi,Positif
mudah ajar bahasa,Positif
kenal bahasa inggris,Positif
amazing duolingo helped me learn english thank you sok sok much,Negatif
duolingo hebat bahasa inggris,Positif
ajar bahasa asing,Positif
latih grammar duolingo efek,Positif
mudah erti bahasa asing,Positif
penyepong lgbt anjing,Netral
asa senang ajar,Positif
ramah anak stop dukung lgbt pliss,Positif
ajar bahasa koreainggris arab ya terima kasih,Positif
ok,Netral
duolingo ajar nyaman,Positif
senang mula,Positif
alhamdulillah manfaat aplikasi ya mula senang,Positif
bagus ajar bahasa,Positif
bagussssss banget cocok dia ajar bahasaaa inggris ajar inggris ya seru banget deh pokok nya the best deh lop lop duolingo,Positif
bagus cocok mula,Positif
duolinggo bagus,Positif
seru sih ku kasih bintang,Positif
suka ajar duolingo,Positif
ajar ya seru banget suka ajar duolingo terimakasih aplikasi duolingo,Positif
kecewa bangetbaru rekom teman eh ubah energi mode hati,Negatif
tagih qja,Netral
semenjak ubah energi mood buka aplikasi ya kembali,Negatif
mudah ajar mudah paham,Positif
bagus ya tau komen,Positif
bantu banget ajar bahasa inggris mula,Positif
duolingo seru tarik bantu bicara bahasa inggris lancar,Positif
mencelen ajar bahasa inggris bulan pakai duolingo,Positif
keren banget rajinnn belajarrr,Positif
bagus cocok ajar omong bahasa inggris,Positif
didnt kidnap my family,Negatif
sih banget energi nih enak hati dev ya ubah hati ubah gue hapus nih apk,Negatif
good application,Negatif
nilai bahasa inggris ku tambah,Positif
duolingo ajar bahasa apa seru,Positif
keren homokhomoknya,Netral
aplikasi bagus ajar ajar bahasa asing tulis ok segitu,Positif
bagus bahasa,Positif
gerat ngerjain nya santai,Netral
bagus cepat hapal bahasa jepang,Positif
aplikasi belanja bagus lucu,Positif
seru lancar bahasa inggris nya duolingo,Positif
aplk bagus banget kasih binta,Positif
gara gara duolingo ajar bahasa inggris dikit dikit pandai,Positif
seru mudah,Positif
senang ajar duolingo,Positif
langsung mudeng bahasa inggris,Positif
seru ajar bahasa gerat mudah paham,Positif
bagus banget gaming banget gaming uchiha,Positif
please bring back the ol heart the battery power is killing me,Negatif
makn baterai ya aplikasi,Netral
duolingo bagus ajar pilih negara ajar iklan ya tolong iklan,Positif
ajar bahsa inggris jepang lan,Positif
duolingo bagus ajar,Positif
aplikasi bantu semangat ajar bahasa inggris aplikasi milik bahasa ajar,Positif
bikin capek runtut save runtut teman hilang materi ubah kecewa banget inimah,Positif
seru banget cuy,Positif
aplikasi bagus mudah ajar bahas,Positif
seru gampang,Positif
serruuuu,Netral
ok bagus hari,Positif
seru pakai app semangat ajar bahasa ya,Positif
this app is getting less and less fun just restore duo its original state rather tahan creating sok many inconsistencies and having sok many people switch other apps,Negatif
dapatt bantu paham,Positif
bayar,Netral
bagus,Positif
buat pintar,Positif
bismillah lancar bahasa inggris duolingo,Positif
bagus bantu,Positif
bikin lancar banget pakai bahasa korea ajar bagus,Positif
sometimes the response takes a long time makes me emotional,Negatif
bagus latih mampu bahasa inggris,Positif
apk haram,Netral
asik,Netral
main cocok orang negara coba,Positif
ajar mudah erti adaminusnya ajar gerat,Positif
bagus ajar bahasa inggris,Positif
bagus banget,Positif
bantu,Positif
would be better a chat feature for people communicate with each other as would facilitate communication and pakai easier learn from each other,Negatif
geme ya seru banget,Positif
cok benar e bagus aplikasi nih lesbi ya pas cakap astaghfirullah,Positif
iklan pengin uninstall,Netral
bagus bayar,Positif
duolingo apk bagus dana tarik jtan tolong balikin uang kuliah sedih banget please,Netral
aplikasi manfaat,Positif
iklan,Netral
aplikasi manfaat ajar bahasa ajar bahasa mudah moga depan ubah manfaat,Positif
seru main game,Positif
senang mudah dihapal pokok keren banget,Positif
bahasa inggris,Positif
bantu ajar bahasa inggris,Positif
malas iklan lgbt,Netral
bagus bantu ajar bahasa inggris,Positif
keren bantu,Positif
is the best ever,Negatif
bagus,Positif
seru banget,Positif
gamenya seru tambah ilmu,Positif
this aplikasi is very nice,Negatif
bagus seru cuman iklan nya,Positif
orang suka lupa karakter duolingo marahin ajar,Positif
mudah ajar,Positif
bagus ajar bahana inggris mudah,Positif
erti bahasa inggris,Positif
jago bahasa inggris asal lancar,Positif
bahasa inggris pakai,Positif
suka aplikasi duiligo kadang susah ya bagus,Positif
bagus anak anak ajar bahasa anak anak tau,Positif
aplikasi bagus sih sayang support lgbt ya gitudeh,Positif
bantu mula ajar bahasa tolong fitur hati,Positif
bagus ajar main,Positif
mantap anak anak bahasa inggris,Positif
okeeee,Netral
suka duo,Netral
game guna luang,Netral
oke lumayan susah,Netral
hati habis hati ajar malas,Negatif
duolingo pakai,Netral
bagusssss aplikasi ajar bahasa itali optimalgrazie,Positif
i love language,Negatif
funnn i took the italian languange one and its fo fun i think really suits beginner,Negatif
sorry gue kasih bintang pas omong pencet,Negatif
ajar bayak hari,Positif
suka aplikasi duolingo kenal bahasa inggris jepang bagus banget,Positif
mantap duolingo,Positif
keren,Netral
bikin menghapal,Netral
bagus banget ok,Positif
bagus banget aplikasi duolingo lancar bahasa inggris cepat,Positif
bahasa inggris,Positif
mantap mudha paham,Positif
seru bahasa arab,Positif
gue bahasa inggriss aplikasi,Positif
suka sih apk kampanye lgbt sayang,Netral
suka aplikasi ya,Positif
aplikasi bantu ajar bahasa,Positif
bagus mula bantu,Positif
good program,Negatif
pintar gara gara pilih matematika ganti bahasa inggris seru sih,Positif
mantap didik,Netral
duolingo seru,Positif
duolingo bantu ajar ajar bosan mudah kosa kalimat,Positif
duolingo aplikasi bantu,Positif
wiwiwiwiw app ya enak ajar bahasa asingg seru wajib coba besss,Positif
aplikasi ya bagus,Positif
ajar bicara suara deteksi aplikasi,Positif
aplikasi bantu orang ajar bahasa,Positif
bagus banget sihhhhhh ajar aneka bahasa wauuuu,Positif
anak rengking rangking aplikasi duolingo terampil dalam,Positif
thanks for you duolingo,Negatif
bagus ajar ya senang,Positif
aplikasi bantu ajar bahasa,Positif
bantu anak sekolah,Positif
ajar bahasa biaya mending pakai duolingo,Positif
thanks for learning english language,Negatif
mantap aplikasi,Positif
bantu ajar,Positif
bantu,Positif
bantu,Positif
bagus ajar,Positif
ajar bahasa buta note music bagus banget aplikasi ajar,Positif
game seru kurang ajar bahasa japan berkat game terimakasih duolingo,Positif
bagus ajar bahasa aplikasi ajar bagus aplikasi ya gratis,Positif
thats cool,Negatif
bagus banget erti ajar bahasa apa,Positif
bikin bahasa inggris,Positif
bagus ajar,Positif
tampil sederhana mudah paham ajar lengkap cakap kosa tulis,Positif
senang bantu ajar inggris,Positif
senang lumayan seru sih,Positif
apk baik coba iklan survai senang erti terimakasih duolingo,Positif
bantu,Positif
bagus,Positif
bagus,Positif
bantu kala gabut,Positif
duolingo apkikasih ajar bahasa pelajarapalagi ajar bahasa inggris,Positif
aplikasi ya bagus senang ajar bahasa duolingo,Positif
aplikasi sekal,Positif
seru gabar ya lucu,Positif
senang,Positif
maaf hapus sudi lgbt,Netral
bagus,Positif
bagus ajar bahasa inggris,Positif
game baik ajar binggris thanks,Positif
apknya bagus paham bahasa inggris kadang tuh audio ya hilang suara tlong diperbaikin ya ganggu kali,Positif
asik banget pleasee,Positif
bagus banget kalih,Positif
apk nyala bagus banget orang pengeng ajar bahasa,Positif
bantu tambah kosakata,Positif
